57	10.000	0.032	
57	20.000	-0.009	
57	30.000	-0.001	
57	40.000	-0.004	
57	50.000	-0.000	
57	60.000	-0.000	
57	70.000	-0.000	
57	80.000	-0.006	
57	90.000	-0.000	
57	100.000	-0.003	
57	110.000	-0.000	
57	120.000	0.001	
57	130.000	-0.000	
57	140.000	0.005	
57	150.000	-0.000	
57	160.000	0.007	
57	170.000	-0.000	
57	180.000	0.007	
57	190.000	-0.000	
57	200.000	0.004	
57	210.000	-0.000	
57	220.000	-0.000	
57	230.000	-0.000	
57	240.000	-0.000	
57	250.000	-0.000	
57	260.000	-0.001	
57	270.000	-0.000	
57	280.000	-0.000	
57	290.000	-0.000	
57	300.000	-0.000	
57	310.000	-0.000	
57	320.000	-0.000	
57	330.000	-0.000	
57	340.000	-0.000	
57	350.000	-0.000	
57	360.000	-0.000	
57	370.000	-0.000	
57	380.000	-0.000	
57	390.000	-0.000	
57	400.000	-0.000	
57	410.000	-0.000	
57	420.000	-0.000	
57	430.000	-0.000	
57	440.000	-0.000	
57	450.000	-0.000	
57	460.000	-0.000	
57	470.000	-0.000	
57	480.000	-0.000	
57	490.000	-0.000	
57	500.000	-0.000	
57	510.000	-0.000	
57	520.000	-0.000	
57	530.000	-0.000	
57	540.000	-0.000	
57	550.000	-0.000	
57	560.000	-0.000	
57	570.000	-0.000	
57	580.000	-0.000	
57	590.000	-0.000	
57	600.000	-0.000	
57	610.000	-0.000	
57	620.000	-0.000	
57	630.000	-0.000	
57	640.000	0.005	
57	650.000	-0.000	
57	660.000	-0.000	
57	670.000	-0.000	
57	680.000	-0.000	
57	690.000	-0.000	
57	700.000	-0.000	
57	710.000	-0.000	
57	720.000	-0.000	
57	730.000	-0.000	
57	740.000	-0.000	
57	750.000	-0.000	
57	760.000	-0.000	
57	770.000	-0.000	
57	780.000	-0.000	
57	790.000	-0.000	
57	800.000	-0.000	
57	810.000	-0.000	
57	820.000	-0.000	
57	830.000	-0.000	
57	840.000	-0.000	
57	850.000	-0.000	
57	860.000	-0.000	
57	870.000	-0.000	
57	880.000	-0.000	
57	890.000	-0.000	
57	900.000	-0.000	
