19	39	100.000	-0.000	
19	37	100.000	0.900	
19	38	100.000	0.899	
19	36	100.000	0.900	
19	35	100.000	0.900	
20	36	100.000	0.900	
20	38	100.000	0.900	
20	37	100.000	0.900	
20	39	100.000	-0.000	
20	35	100.000	0.900	
21	35	100.000	0.900	
21	36	100.000	0.900	
21	39	100.000	-0.000	
21	37	100.000	0.900	
21	38	100.000	0.900	
22	39	100.000	-0.000	
22	35	100.000	0.900	
22	36	100.000	0.900	
22	37	100.000	0.900	
22	38	100.000	0.900	
23	39	100.000	-0.000	
23	37	100.000	0.900	
23	36	100.000	0.900	
23	35	100.000	0.900	
23	38	100.000	0.900	
24	36	100.000	0.900	
24	37	100.000	0.900	
24	38	100.000	0.900	
24	39	100.000	-0.000	
24	35	100.000	0.900	
25	36	100.000	0.900	
25	37	100.000	0.900	
25	39	100.000	-0.000	
25	38	100.000	0.900	
25	35	100.000	0.900	
26	36	100.000	0.900	
26	39	100.000	-0.000	
26	37	100.000	0.900	
26	38	100.000	0.900	
26	35	100.000	0.900	
27	36	100.000	0.900	
27	38	100.000	0.900	
27	35	100.000	0.900	
27	39	100.000	-0.000	
27	37	100.000	0.900	
28	38	100.000	0.900	
28	37	100.000	0.900	
28	36	100.000	0.900	
28	35	100.000	0.900	
28	39	100.000	-0.000	
29	39	100.000	-0.000	
29	38	100.000	0.900	
29	36	100.000	0.900	
29	35	100.000	0.900	
29	37	100.000	0.900	
30	37	100.000	0.900	
30	38	100.000	0.900	
30	39	100.000	-0.000	
30	36	100.000	0.900	
30	35	100.000	0.900	
31	37	100.000	0.900	
31	38	100.000	0.900	
31	36	100.000	0.900	
31	39	100.000	-0.000	
31	35	100.000	0.900	
32	38	100.000	0.900	
32	39	100.000	-0.000	
32	35	100.000	0.900	
32	36	100.000	0.900	
32	37	100.000	0.900	
33	39	100.000	-0.000	
33	35	100.000	0.900	
33	37	100.000	0.900	
33	36	100.000	0.900	
33	38	100.000	0.900	
34	39	100.000	-0.000	
34	35	100.000	0.900	
34	37	100.000	0.900	
34	36	100.000	0.900	
34	38	100.000	0.900	
19	39	200.000	-0.000	
19	37	200.000	0.900	
19	38	200.000	0.897	
19	36	200.000	0.900	
19	35	200.000	0.900	
20	36	200.000	0.900	
20	38	200.000	0.900	
20	37	200.000	0.900	
20	39	200.000	-0.000	
20	35	200.000	0.900	
21	35	200.000	0.900	
21	36	200.000	0.900	
21	39	200.000	-0.000	
21	37	200.000	0.900	
21	38	200.000	0.900	
22	39	200.000	-0.000	
22	35	200.000	0.900	
22	36	200.000	0.900	
22	37	200.000	0.900	
22	38	200.000	0.900	
23	39	200.000	-0.000	
23	37	200.000	0.900	
23	36	200.000	0.900	
23	35	200.000	0.900	
23	38	200.000	0.900	
24	36	200.000	0.900	
24	37	200.000	0.900	
24	38	200.000	0.900	
24	39	200.000	-0.000	
24	35	200.000	0.900	
25	36	200.000	0.900	
25	37	200.000	0.900	
25	39	200.000	-0.000	
25	38	200.000	0.900	
25	35	200.000	0.900	
26	36	200.000	0.900	
26	39	200.000	-0.000	
26	37	200.000	0.900	
26	38	200.000	0.900	
26	35	200.000	0.900	
27	36	200.000	0.900	
27	38	200.000	0.900	
27	35	200.000	0.900	
27	39	200.000	-0.000	
27	37	200.000	0.900	
28	38	200.000	0.900	
28	37	200.000	0.900	
28	36	200.000	0.900	
28	35	200.000	0.900	
28	39	200.000	-0.000	
29	39	200.000	-0.000	
29	38	200.000	0.900	
29	36	200.000	0.900	
29	35	200.000	0.900	
29	37	200.000	0.900	
30	37	200.000	0.900	
30	38	200.000	0.900	
30	39	200.000	-0.000	
30	36	200.000	0.900	
30	35	200.000	0.900	
31	37	200.000	0.900	
31	38	200.000	0.900	
31	36	200.000	0.900	
31	39	200.000	-0.000	
31	35	200.000	0.900	
32	38	200.000	0.900	
32	39	200.000	-0.000	
32	35	200.000	0.900	
32	36	200.000	0.900	
32	37	200.000	0.900	
33	39	200.000	-0.000	
33	35	200.000	0.900	
33	37	200.000	0.900	
33	36	200.000	0.900	
33	38	200.000	0.900	
34	39	200.000	-0.000	
34	35	200.000	0.900	
34	37	200.000	0.900	
34	36	200.000	0.900	
34	38	200.000	0.900	
19	39	300.000	-0.000	
19	37	300.000	0.900	
19	38	300.000	0.895	
19	36	300.000	0.900	
19	35	300.000	0.900	
20	36	300.000	0.900	
20	38	300.000	0.900	
20	37	300.000	0.900	
20	39	300.000	-0.000	
20	35	300.000	0.900	
21	35	300.000	0.900	
21	36	300.000	0.900	
21	39	300.000	-0.000	
21	37	300.000	0.900	
21	38	300.000	0.900	
22	39	300.000	-0.000	
22	35	300.000	0.900	
22	36	300.000	0.900	
22	37	300.000	0.900	
22	38	300.000	0.900	
23	39	300.000	-0.000	
23	37	300.000	0.900	
23	36	300.000	0.900	
23	35	300.000	0.900	
23	38	300.000	0.900	
24	36	300.000	0.900	
24	37	300.000	0.900	
24	38	300.000	0.900	
24	39	300.000	-0.000	
24	35	300.000	0.900	
25	36	300.000	0.900	
25	37	300.000	0.900	
25	39	300.000	-0.000	
25	38	300.000	0.900	
25	35	300.000	0.900	
26	36	300.000	0.900	
26	39	300.000	-0.000	
26	37	300.000	0.900	
26	38	300.000	0.900	
26	35	300.000	0.900	
27	36	300.000	0.900	
27	38	300.000	0.900	
27	35	300.000	0.900	
27	39	300.000	-0.000	
27	37	300.000	0.900	
28	38	300.000	0.900	
28	37	300.000	0.900	
28	36	300.000	0.900	
28	35	300.000	0.900	
28	39	300.000	-0.000	
29	39	300.000	-0.000	
29	38	300.000	0.900	
29	36	300.000	0.900	
29	35	300.000	0.900	
29	37	300.000	0.900	
30	37	300.000	0.900	
30	38	300.000	0.900	
30	39	300.000	-0.000	
30	36	300.000	0.900	
30	35	300.000	0.900	
31	37	300.000	0.900	
31	38	300.000	0.900	
31	36	300.000	0.900	
31	39	300.000	-0.000	
31	35	300.000	0.900	
32	38	300.000	0.900	
32	39	300.000	-0.000	
32	35	300.000	0.900	
32	36	300.000	0.900	
32	37	300.000	0.900	
33	39	300.000	-0.000	
33	35	300.000	0.900	
33	37	300.000	0.900	
33	36	300.000	0.900	
33	38	300.000	0.900	
34	39	300.000	-0.000	
34	35	300.000	0.900	
34	37	300.000	0.900	
34	36	300.000	0.900	
34	38	300.000	0.900	
19	39	400.000	-0.000	
19	37	400.000	0.900	
19	38	400.000	0.893	
19	36	400.000	0.900	
19	35	400.000	0.900	
20	36	400.000	0.900	
20	38	400.000	0.900	
20	37	400.000	0.900	
20	39	400.000	-0.000	
20	35	400.000	0.900	
21	35	400.000	0.900	
21	36	400.000	0.900	
21	39	400.000	-0.000	
21	37	400.000	0.900	
21	38	400.000	0.900	
22	39	400.000	-0.000	
22	35	400.000	0.900	
22	36	400.000	0.900	
22	37	400.000	0.900	
22	38	400.000	0.900	
23	39	400.000	-0.000	
23	37	400.000	0.900	
23	36	400.000	0.900	
23	35	400.000	0.900	
23	38	400.000	0.900	
24	36	400.000	0.900	
24	37	400.000	0.900	
24	38	400.000	0.900	
24	39	400.000	-0.000	
24	35	400.000	0.900	
25	36	400.000	0.900	
25	37	400.000	0.900	
25	39	400.000	-0.000	
25	38	400.000	0.900	
25	35	400.000	0.900	
26	36	400.000	0.900	
26	39	400.000	-0.000	
26	37	400.000	0.900	
26	38	400.000	0.900	
26	35	400.000	0.900	
27	36	400.000	0.900	
27	38	400.000	0.900	
27	35	400.000	0.900	
27	39	400.000	-0.000	
27	37	400.000	0.900	
28	38	400.000	0.900	
28	37	400.000	0.900	
28	36	400.000	0.900	
28	35	400.000	0.900	
28	39	400.000	-0.000	
29	39	400.000	-0.000	
29	38	400.000	0.900	
29	36	400.000	0.900	
29	35	400.000	0.900	
29	37	400.000	0.900	
30	37	400.000	0.900	
30	38	400.000	0.900	
30	39	400.000	-0.000	
30	36	400.000	0.900	
30	35	400.000	0.900	
